0.22769425	0.23732802	0.24569379	0.27635212	0.33134876	0.29025225	0.37525334	0.28227069	0.3411553	0.39181253	0.38632239	0.20785732	0.19194656	0.14389269	0.13713369	0.08623275	0.17968204	0.22613045	0.15724788	0.21508225	0.26033136	0.33723326	0.31677666	0.37904984	0.38221905
0.2277646	0.23739837	0.24436584	0.27642247	0.33002081	0.2903226	0.37532369	0.28234104	0.34122565	0.39188288	0.38639274	0.20792767	0.19201691	0.14396304	0.13580574	0.0849048	0.17835409	0.2248025	0.15591993	0.2137543	0.25900341	0.33590531	0.31544871	0.37772189	0.3808911
0.21547247	0.22510624	0.19799397	0.26413034	0.28377546	0.27803047	0.36303156	0.27004891	0.32893352	0.37959075	0.37410061	0.19563554	0.17972478	0.13167091	0.08943387	0.06424407	0.13198222	0.17843063	0.10954806	0.16738243	0.21263154	0.28953344	0.26907684	0.33135002	0.33451923
0.18837289	0.21559212	0.23985133	0.25536662	0.3255063	0.24732989	0.3181156	0.22513295	0.28401756	0.33467479	0.32918465	0.15071958	0.13880518	0.11712745	0.13129123	0.08039029	0.17383958	0.22028799	0.15140542	0.20923979	0.2544889	0.3313908	0.3109342	0.37320738	0.37637659
0.20611952	0.23333875	0.25759796	0.27311325	0.34325293	0.26507652	0.29829317	0.22696468	0.26419513	0.31485236	0.30936222	0.13089715	0.15655181	0.13487408	0.14903786	0.09813692	0.19158621	0.23803462	0.16915205	0.22698642	0.27223553	0.34913743	0.32868083	0.39095401	0.39412322
0.19148271	0.21870194	0.24296115	0.25847644	0.32861612	0.25043971	0.30279458	0.21232787	0.26869654	0.31935377	0.31386363	0.13539856	0.141915	0.12023727	0.13440105	0.08350011	0.1769494	0.22339781	0.15451524	0.21234961	0.25759872	0.33450062	0.31404402	0.3763172	0.37948641
0.17211818	0.19933741	0.22359662	0.23911191	0.30925159	0.23107518	0.30397091	0.21098826	0.26987287	0.3205301	0.31503996	0.13657489	0.12255047	0.10087274	0.11503652	0.06413558	0.15758487	0.20403328	0.13515071	0.19298508	0.23823419	0.31513609	0.29467949	0.35695267	0.36012188
0.17450801	0.20172724	0.22598645	0.24150174	0.31164142	0.23346501	0.29691908	0.20393643	0.26282104	0.31347827	0.30798813	0.12952306	0.1249403	0.10326257	0.11742635	0.06652541	0.1599747	0.20642311	0.13754054	0.19537491	0.24062402	0.31752592	0.29706932	0.3593425	0.36251171
0.19163677	0.20127054	0.18335667	0.24029464	0.26901164	0.25419477	0.33919586	0.24621321	0.30509782	0.35575505	0.35026491	0.17179984	0.15588908	0.10783521	0.07479657	0.04040837	0.11734492	0.16379333	0.09491076	0.15274513	0.19799424	0.27489614	0.25443954	0.31671272	0.31988193
0.23997733	0.2496111	0.21117909	0.2886352	0.30828032	0.30253533	0.38753642	0.29455377	0.35343838	0.40409561	0.39860547	0.2201404	0.20422964	0.15617577	0.07186659	0.08874893	0.07120204	0.10985657	0.1106384	0.14071643	0.14405748	0.22095938	0.25283722	0.30858424	0.34254983
0.15313998	0.18035921	0.20461842	0.22013371	0.29027339	0.21547342	0.30047451	0.20749186	0.26637647	0.3170337	0.31154356	0.13307849	0.11716773	0.08189454	0.09605832	0.04515738	0.13860667	0.18505508	0.11617251	0.17400688	0.21925599	0.29615789	0.27570129	0.33797447	0.34114368
0.18600303	0.1956368	0.17028841	0.2346609	0.25594338	0.24856103	0.33356212	0.24057947	0.29946408	0.35012131	0.34463117	0.1661661	0.15025534	0.10220147	0.06172831	0.03477463	0.10427666	0.15072507	0.0818425	0.13967687	0.18492598	0.26182788	0.24137128	0.30364446	0.30681367
